message_type,sender_address,receiver_address,amount,transaction_flag,message_length
begging,0xbe3d5b58b31f49600f39fabd88ce057619a587c4,0x2cbb62356f7457fc7bc590617be7d9ba209a0663,5.7568,1,111
begging,0x7a722a5e9548c2e5aba29b4116d6e318a49e44e5,0xecaf76e0b4bbff53c5694cd9075cb06563692587,4.1518,1,120
begging,0x11fb21b63b9d14ce1af3f5027467db2419465a46,0xf1ffd362f45a8736314fa0278a959bf14c4f4ffd,3.2903,1,100
begging,0xe6a6854152293848c9b851c48a6e6bbc05f158e9,0xa5e012ee9ce79ae21bab16dc1aee6ade002974e6,2.3358,1,99
normal,0x64a6d9613583e7c1e2b8db09dd7857b6cfb7add6,0xe5c861a795dcb4cb7e4b784aab54d6fcb4e40849,8.5838,1,118
normal,0xfdec6b7b4435e50527fd69f90c4f2e3749cdd237,0x259548c2f81a14b4876f678fe511e83e3a06aa37,8.2347,1,88
normal,0x02c51661367287403ca7acf6fd0b03977c4ea30c,0x48b1d46df4d453d4229913c8061835f635f3758c,9.5357,1,60
normal,0x5174761bd78ead904c018ea49e8ffb2dbbaac7c5,0xc144ff68991801edd5d67915c19363b9ba016bd4,9.9497,1,133
begging,0x9293698f7b81bac22b1a69a37178bc1d9952a9c5,0x49375205aaca4179b36ec34f0adbf36359bf6aca,4.4772,1,17
normal,0x2a0a391a95bda140426f4f933bfe718034cc0f2b,0x6ce9d26fa9e0b8ede778b6858191828027889213,4.9048,1,132
normal,0xb06049eb1d328d1bc38b5f42c8991a1e130b2103,0x988ca96949c996bf899cda61236bd5c60a25a786,19.6039,1,88
scam,0x4a9a8e79704c208e837767a1aa19bed7aae35498,0xe0144702507885675ef202e21bc284e532cde3bc,26.4848,1,153
scam,0xd77278b3a17d94a59e6081f7e5150e03dbb45f41,0x641787507102c25f43e88bfe3223291eec042503,16.5986,1,188
normal,0x26d26ea6c09dac7eab597d78bb7eaf2f2fcec0fe,0x01e19db1324184f998084d753550e12c90ab33b7,8.832,1,180
normal,0xc78e15cd642c2fb910378a7a48773a637577d91b,0xc664348507750ca00d639f2e50f4bed4f932e48a,10.3892,1,151
normal,0x2d9aea935dca3936aea8da31b2df59c7141fe011,0x1df2b1b80b8dd65ce1acba4de7430172382861d8,10.3636,1,133
normal,0x733a1b3c1336f4bec6b9cc7575fbaee080edc660,0xbc59541c8902f1a4888f1a8d6da384d9f50988ef,14.1132,1,85
begging,0x12e1ae64d57f6607e7be0dbfd9672b5904f7f3f0,0xa888dd5c30eecac9cbef847d4d0abc0dc7ab6c3c,1.8482,1,97
scam,0x6f6e9dc3fb948382a6446da22d9e113a92e090e2,0x04a94d0c4f52fc6036037d8c1714e702551a41d4,18.8377,1,193
scam,0x4890bf8e50297022655993c939864648f2050b4e,0x79d4722b3d13646d936436b4c8a0b6cac3fd8d74,28.2361,1,237
normal,0x4ea2b1cb30c7cfa7d414035aab39590f9d6972ed,0x781fbe10b14851cc987a3452725e54cdb4af35c5,7.6072,1,148
normal,0xc5f50f4acdb1fe28d81a5b1b6917259aff2760da,0xc3e169d7e4fd3eb4aff22ce81d1e1152594047f2,18.781,1,137
begging,0x5a1cc49d523b58cfbc7e0d0a83fcafb15e96514e,0xf61020d4c96714a42bd9238b677f060183fe0a13,2.3425,1,124
normal,0x1eb8716ccda5fd1714fdc3f352226f2c1c39d558,0x4c8a7d24d326eec13d504cdb501c91f9ddea0c70,9.8193,1,89
scam,0xeae8b0d89c7dc72cdfaef6b84eeecb1e3e31e6b2,0x5c4edbfcb9064ce0c321e5f432163bda16e946de,6.7108,1,122
normal,0xc4df18cfdb5be98d1470cda7be0053ba6305838c,0x7b835af07eb3b8fc9ba86c9c8309794bc28e52ca,4.8568,1,166
begging,0x003492eaabb7c04d1d78b93c575531f108853cdf,0x1343270015bfde4bae739f657264390a3de18a17,1.9749,1,56
normal,0xbbe0407eba67fe293d0dced669f7504f61d8e66f,0x8cbcf72e134b1fcc1683369fc60e793aad2e1aeb,10.1633,1,98
normal,0xbcc3f8d5f5d970dcebc0ce2c0de0b32dcc0f3745,0xab9bb809d76d2fe2e0604448b12ac8ad05509617,5.575,1,187
begging,0x90fe3ae9bf7ef5b8c33fda36dd48d49e4f5aa0ac,0x6a15f95e71c880e95ec573dce0f1ccad692d1bfc,2.7999,1,118
begging,0x9283859e39053b53f74eeefd3abfec8721fe8621,0x146b4095360c4fac2a6eb1571e7ad0de53c4b8ff,1.3569,0,48
scam,0xf4554dc20428940822f5bf74b023ead8de4f8f5b,0x8d30dc882f3bc94037826832237495b0df1a5089,206.1531,1,209
scam,0xf3bed9ce35a1db332014a24d00cd0f14f105c3eb,0x6875d51a6e25e505f4df0b26ad9a7745f40cbf89,36.4068,1,214
normal,0x5b82b136d00d49ecbd073ead435439adff54bd55,0xc59f1b4a66df221b56fe7e2bf6322888bb3103d5,7.5619,1,131
begging,0xf0f2995607445378932e6d775f16005d27ff6985,0x3bff01d934569660ab6b4a02fda2291ac8885229,1.8645,1,82
scam,0x63070dca4d62900a435f4f67731ae7dd05a99e02,0x25d46222acdb9608ce12aafaabebf66aa8498129,8.41,1,140
begging,0x16de1d0374a3bb290bdb9fc4445fbb84dfe53c3b,0xc33535d6d21017a4772987867ad3922e44abdd53,2.9741,1,124
scam,0x341a00281febfd7b72a117139672367ac99f1a26,0xc4a001134e34cf61d03095b5f16f59e6729f5493,91.3335,1,210
scam,0xb296bb51dd7b1e094a079a3d597d05c120d45805,0x763d38c61ff8f129cd27dce47cbb246558089e06,7.5196,1,171
normal,0x94a4f916650b9db3c3e65c9d25767cd37b2efb2c,0x228dea8fdd820d47a9369fb7254bc5f2c28fe4e0,4.5794,1,136
normal,0x272d372c34e18dd0d7ea159c6dd8ea7e813409e4,0xd9a9a9b060992ffb62f389c8f6bae0a56556c0a0,5.9242,1,129
scam,0xbe4d73858ceba012f187cbf78e863f57abb8463f,0xc4af8a01ef8461b16f5b362c63c7c98b6c274c77,81.2406,1,176
normal,0xb700fafa59c53d3dd96f5ce0c922ea899710e33c,0x565ada0eb2473afa96e474faf281caaee3dbbb97,9.8518,1,107
scam,0xde042e9041dee00ac05676ec22d2d4f7643ee36b,0xa06f9f50298d50021c72dd0e3826dd39df58022f,67.0979,1,195
scam,0x678e7be6151f5d711e333023f69f113b846efd82,0x73825eb49f3ed15cb44246408302c0eba2f9808b,9.9543,1,153
scam,0xf1c72c67c1242f4e93304e5f968d5a6d8d2f011b,0x67e57eea5e6fad7b5e619132c5285e1de9535c7b,63.3972,1,167
normal,0x81d048919277599d4887f95c43651bf5a4185e9c,0x06ab8001f19198355b05f06e9133ae24151c771c,3.7784,1,99
begging,0xdb493fe08c07018c440a5b55a70be571bc647500,0x9ead4e44503ddc95814f8d9afdb067682eff0faa,4.0611,1,75
normal,0x49a9c9a016ecd837920c8237d0a4fff16365f7d8,0xefb91d6e72ab90cde604bc586d6c4e81529ae5c5,5.6325,1,128
scam,0x2e6284d6926755bc0b63aa7f237f49abad5a9255,0x8f95f45463acbdb00eac4c9e010e2c45370c1637,185.4334,1,130
normal,0xe853707cdb75f9f5760172ba937e836ebea0853f,0x6ccd1ce5980bcbd7f761f02af23e92f48741238b,14.0644,1,132
scam,0x000df80c15c0d61de2336ff9776a86778a714ace,0x7a543edfdb8453ad95b275974801514ca8b7e22d,68.3461,1,244
begging,0x206415664d88cf39cef6161e1fcb62fb8ee9d023,0x06177c666ef5532f231183974cfc4c9f07551909,2.057,1,55
normal,0x26262055bd33e4935b5f1d49a3113c42607e9984,0x352466a24aa5c7430ffffe36a51469a2ae921ccc,11.2466,1,119
normal,0x8e95905ce279f13cfcd8d9f91441d86c6621a4a5,0x33e1144c2909931e089314168516c6f04d9ac609,5.1419,1,169
normal,0xfcf2581fa9654c54e109049c0e56d08b3c910ed7,0xaf4709da4dc86a40a27967ae8bd468d855943fc8,17.8762,1,153
normal,0x633211af2361958068f5c71acd67dc2d70cd67ef,0x15592c4f5f0b09f2cdf85f1a90a4627c86fc721f,13.4407,1,168
normal,0xf84e9047104f1c2ba9995a2810e8fa424faa8240,0x36e1bd2620d040f8d7150d937c758cb8fc1d81ef,4.1764,1,98
begging,0xc3a8a16a183cbf3190a25fb21e9d0d12f1e54f4f,0xbb429e6308d3c111d4bde1f8b738671f347d57a6,2.765,1,70
normal,0xfae5102ef33e8ec47bc3d8a90df68f9f83239cc5,0x38226f14266919d31d42d00a131689664e941c09,5.84,1,141
normal,0x5954a1dc90c2f0a3450b1f37991e425372494e15,0x656f5f4c279a15abda31bcb0d1a8198d376b95cb,11.3773,1,145
begging,0x1a853722a2429082b1d0f081f831d86e6f54814f,0xaaf75452a2ff1d1ef1c2c9aef658ed0a404bff00,1.5124,1,59
scam,0xe514aa7fe92c4a734803ed0f58798d4ddeccf68b,0xa5db6e4ce46450d365ed85a5757251cfe405a39d,106.9726,1,196
begging,0xa398998b8d4e342fbee09fdcf0c0206c68f153ee,0xaa326b84bf18ae09b7618f7ebce9424365e9e476,2.8526,1,72
scam,0xd51a310ad2dd0fc874a6e4ee6e60bfeffbd70cb2,0x97fba4ec9fc1a0242e88511cde5c3185d0cdc018,34.4241,1,143
begging,0xe8f22b4e0941e49e3db0f8c7580e79a4d484dcd0,0x85db1adad4dd4648ba0e7c0277d2584fdbe8832b,1.7203,1,92
begging,0xebf6a0027d0a0909cc714c89b69c90496f9caeb7,0x7814058b334c920f9d26268ba91d29beda339aa7,1.8818,1,120
normal,0x00aac4ee781222cd1289c6dc149fae4429818e42,0x0e31a147c96d0321f944e822fa5593ad1c4bdf32,6.2106,1,77
begging,0xdb643ebb0b3d8dc709604d95c07dbba2cbbb133f,0x8efb43ab8a76f66df69ff10fed9cc8261b0f0c39,4.9856,1,93
begging,0x11bea11dc1487166c9f1838835057b9f9be5be6e,0xfe0d8818175b8a03e94217dab9b18bab4abcddb9,1.869,1,95
normal,0x41adf3f7ea34788ec0a817ceb7d6c9577e9fe00e,0x6cd7488cbb8ea293f4fce50c710f6d96e6aaf7b5,9.9093,1,115
scam,0x98bd445646a1344234f5a26dab449417ded97710,0x3a42f7fd4717a96da8bf03145f3f69af8cbe5020,6.8854,1,144
scam,0x838e04bfe6584805283225406bb971338c7cdbf1,0xca572f600559ed615dd4d1e8b85aea38ef2b5ef9,3.2021,1,200
normal,0x9c96d74873f74139304cd31d5b96b3bfb8b4aaff,0x6a70397758cc5c78262f56a663d7b1992121cd90,40.8138,1,86
normal,0x2c4236dbbd87e52662d4915dbddaeec7fa78afdf,0x42cde546a2c4d9a852132cf1f190ef79da6008a8,8.9867,1,145
normal,0xd8b3955993fd3157ea139a914d06388e82acbce9,0xee28df6f69733f80814c7985af2437f9f8236672,6.8937,1,133
normal,0x8eff5955671ec9e848988406e3cb01f54a9b87b7,0xf4a4abe69f2aaaea5ef306e96ffa92370c1a9253,9.5571,1,117
normal,0xb2c860c4a4ffadfa78b1b0e91650d674586cd30a,0xf9b28e3e6436ee92c8bb6d1c94e157c35f35e798,13.4356,1,137
normal,0xe83ef628d934e561a961441671d2fecbb2bc2116,0x050a3338c7c34d1718a607fb470665470aee1989,7.9847,1,97
begging,0xf179a9955f9ee4658f6c0419e5eff41994d759a8,0xf98964c8125613481929775400d8626c14e24696,1.6188,0,122
begging,0x5a930bf1712c10e93090f746fca0b01a3ca4abd7,0xe5ad6ec9356ee2b03f3b4c70ed92298e83bbc673,4.6784,1,101
normal,0x9930003c3872d1848ec2011e26ad7571c69370f9,0xfd03c74e625c9561858277bc20c1e603aa076379,50.6741,1,110
begging,0xc5bfd4aaab81bb36d519cf2b3dfa3f84abfe079b,0xdaa5b413b9f969a95599dd714a77b8ecc793c794,2.7324,1,57
begging,0x90d0e500c479ef577b75a69fbfdbb9389707c066,0x5e869307e280ff7ce7608450b51785c6bb27ba9a,2.2572,1,65
scam,0x16f8ac127faee88ec9ec06a257b7d44980e39acb,0x54bc8a94b4a28df14d56054fb1ba60b716b58a11,21.2562,1,201
begging,0x29f020160153c72d3bd93cf1cf1d078e584b4a36,0x65463792b4c66adba2af7ab04550da88383f0860,1.1038,0,73
begging,0x906f78509cf901863c7f6980e32877871b784eba,0xaa02299d56396ea5f4053748037df6e13a7f2dea,1.6995,1,86
begging,0x2a70f9a9a868b38f1ed262ce02261fda59fffadc,0x1b1249f5b93584ba57ba5714ae9b037d615c6283,3.5611,1,57
begging,0x27d3cf730a00abe7b13eb427380ede9f5be5f99e,0x92ba2fbe568b1210d96cac7dd24d406f35caa6d7,2.4431,1,127
normal,0x80ea1cacf539d2f912769cd73a392e141b50b348,0x487029c4b090a68728b81a5cc402a2b1c4b3691d,6.0827,1,107
scam,0xad2a278e892a7982d062815cabb95005ef4814da,0x127d284f8db0821e8f919b415ec9740c139edb9c,10.8764,1,167
scam,0x6f710aea825086f100b3147fc84ee20133a1c51e,0x0af6b218d02ddcd262cf8020389affe22e185730,20.4031,1,150
begging,0x4a0ab70e0730e637a30f47e98da12e047574c78f,0x7c422847a6db9f608a1440877b4e4f90c998ee3e,3.382,1,119
normal,0xf848afd117b9a258d7825f381f8cebff9957cd6b,0x8ed8d9c91e4ed5c5f10814e5e711e40e3c7524e3,12.8029,1,188
scam,0x184ba32ec23d0eb20291697c2bff33f72ee98fbc,0x6e8e51a604b533ef154efa195b2bbb04b4be692d,5.1198,1,171
begging,0x9aa71395480d1ce469cfc912e11367d321f54337,0xd3b2fe762d2f98cc65a08b33c816799ffd9b436b,4.9724,1,82
normal,0x47f0b75704c666c2e3387468aabcf2476d3a8870,0x3c2484581466c841db8ce62c411db7e4e6b50e93,6.0282,1,42
normal,0x60442a38761471840f4a48cb869b21913e7f0836,0x54695aeeab90f1510468f1dc41e6f0fa65da6805,16.5134,1,96
scam,0x547779f78d7ad8e2a1247cd860fab70b3d71fab1,0x74410d390a80a1377c72a41251322edf020491e2,4.5772,1,187
normal,0xd79318e73fb976d1c4bf159e28ce7e3767410f34,0xc6db80d9bd87bb5503ae1a0e3af6bb63813b74b9,4.5002,1,119
scam,0x62a370447287eb805b11c3ca812a55fc9a315355,0xc9aabb67bf2064341e933778cf3aa76de3cc816a,66.4581,1,173
begging,0xe40c355e5e6b2ab4f0eb97b36ff9c81a63d187c9,0xdeec5361309cadda0e565a86c8a722c525375a06,1.497,1,88
normal,0xf21daafc4068499fabdc959deb8e91f0524d1d13,0x2aa69f2235bcc6d436f5fd4606fcf09c28de0ee9,7.996,1,171
normal,0x40dab49a536d3fa07d53bc390ec256ba0da0f968,0xfa33bdc2347498620ab8ab3c95a60a494e6e6167,4.8921,1,51
scam,0x7511076d95b8ae2ed6931905ebb6a6711355db9f,0x5eaa4bb216e571f2bbf6ad7bf7c023afba9714cf,10.2875,1,221
scam,0x7cd4b49c74277eb8e3b57a1c1a5f53207d48d9fb,0x0cc9a730bd8fb5fd4a0d7877c91b7f40fda6d99f,4.0587,1,163
begging,0xdbf25a2bc0fbe24ef96de497f559054a268ada0f,0x3230a376a9b93c7146eb0cc429954f254746cca7,7.9937,1,74
normal,0x9bad6fe0ee6555b889fbe3f99a4895f1908c1ce0,0xb9339ea2e0ea701ba0cff8d4d51cca3ebf4bd93f,10.9526,1,143
normal,0x2213d7538a869c3490b669ee091e2fc828a4499d,0x993c1a382bcff7e27ffac87207b6b7626c76687f,9.2295,1,97
scam,0x0da4da22a5410c5b7baa1b139e8e8e739be2612e,0xb545f1331c05d5d991a44b4a06498e4ea127c320,21.9474,1,248
normal,0xb4086431a4cd515ddadb9dbf4565cbb918c1e286,0x5ee9860e89bb0230d4a248e2ae415808a2a49823,6.9886,1,125
normal,0x4e96c2cbd5a92d67b352d863d5af4a825ebbe035,0xd506dd548c1522f84c52acd104de8120c13ac842,5.1462,1,158
scam,0xfa302c2d3d4f4d6a2c9c19b0f3d635d9c14707b0,0x876c9702b30ab5bc8aeb97a26c2efc7290b86c19,66.7139,1,153
scam,0x0634fbd27af1b024908dd570b7ed111235efdb98,0x251e88d39aceaf71ab123632b0bad5dced695ade,12.7891,1,162
normal,0x082a5f7a07338a1523dbcec1fefa801f12dcba81,0x5afa891249ea06587094bf9106cef35bbd68779f,20.6971,1,141
begging,0x6e60d6cad727e5930a5754262ab4d992eb608873,0x7c53835e9bc6e7f73381f07619a49f791b4b6ed1,3.6824,1,122
begging,0x01f35dc9e31131f196a3f482358d82030eb40e20,0x29072103b9b5fa53346ee11fe510af142eafb338,2.3133,1,83
begging,0xa1c28d093b82421a5fb34d6490978916667b96b0,0x055700dd2d2d9c6c430ae06e1af0e9de3fbb1c84,3.7466,1,120
normal,0x57388caa4cad0a4000a838d6f6ae984f55c0074c,0x189376d707ecbe619b7598786a0bd2b481dc07d4,5.7519,1,147
begging,0x58e5c4a625040ea79635238479f7ec4907276419,0xb669e567d661eb7ff88ce64fe5ba344b36f3d1f6,5.6283,1,134
scam,0xfee93e8625ea3c86bf892d8fdaa646dc38c846ff,0x8978e10f82d9dd3eb3f92f11862743157d1d4b30,34.4082,1,222
begging,0x474e64576f04401881962f1f62ac184ce63a1e34,0x78e9dcc4e8e4db1845abad0839b06ec09604eba5,3.5909,1,84
scam,0xcff952b486aa5b7dbc3a71b585e92ae24b1d7e7e,0xeb06a141123bbbac32e392abbaf0170f41f386d4,7.0653,1,101
normal,0xf35e13b97653459227fdaafdede7c67ac91f1d53,0x66b02fb7c9dd62b6c0dda6a982979a8205b62e5d,13.5395,1,124
begging,0xf711bcb0b389779898cf8171b1a004e97b1d7703,0xd19ff1033556d7f08a59445ae58f4a14b463954d,2.4336,1,83
scam,0x411f3bb449f47d66bc64398ac52f50a78a82fb2e,0xd7dd0a921468ec8e51c61ea01c4c252a543f0c5a,5.2564,1,216
begging,0xe6018d7c2c67800eeb17e81fc6e7069b3bf1d5c2,0xf4a4f4f8ef2a0e1ed4b1a2dfec868fe9620adfdb,2.5004,1,97
begging,0x7ebeb64ab41d44bc37d62e954c1c11bf49d7a34e,0x18e8ad6963c3a0736f5a5d0f742928d8fc092f24,4.9872,1,86
scam,0x22a5afd22021c57c89ab928059d5190bef9b3217,0x4c53c737840f6d35026424ef3ac6ddf2f7c2d0d2,38.9735,1,226
normal,0x8b3f92fa43b5369878e034ca16245e78bb991ce6,0xe5ee73cc8205791caa4a1a3179491443f98670a5,11.3406,1,120
begging,0x75af4b60c5e4464a9f3a81c56a9611ce1e09992f,0xc2a374a50e144278c4ca6381d6024c21f15ff0f0,3.3196,1,73
normal,0xa96e91c072baafe4fde3f349e1eb5ff5dda3fbbb,0x0b2174f3c394d8cb4191b2750519dae3a3fcbe43,9.2196,1,75
begging,0xe39e152350055211e52aeb34cb5754af4c0f51a8,0x928832913f7bc2d1d7b25f8b569f5d65a5ef1869,3.1722,1,132
normal,0x16f8ec7d1ad149c5a06707ed4a4959d50b0c6416,0xfb58e4597bcd02a56ef04679f4ccaf5f7d68993a,2.3883,1,122
begging,0x2317ce2af289df9023b62836e63a7519778a35c4,0xa4ae8fb6a07ff339a0203755cccea053777175d6,3.9617,1,99
begging,0xb4679ca72b7d2486e5cefce3cdc56aad19c4c4f4,0x735ddcf0410385e56e8297718dbe2a1308da1db9,1.9913,1,101
begging,0x7cb58dccf32111255d2b03c997d5b28ccf901a35,0x87a5bebe8c9ef1a44d585fe853d41b872687d229,2.4485,1,68
begging,0x3563f635f13a5c61d54a127b072e4e56c3edf47a,0x40c7198ac74f64e465a6f5ceb0004a43eaf01d0e,3.0967,1,54
normal,0x7fd5af75c0b9ea48671f85db3f70d838f595c9c7,0x03e2a140e247a951babac992a049b5154aeba951,3.9074,1,133
normal,0x5568ca3d50aecaa74daf6df21f0a09fbb2fb03b5,0x814b62b9bb5c57e63eab79ae519fb511bc1fa4e7,10.9637,1,163
normal,0xea25a34c6dda48343673b676a34b771593474218,0x5f3836ed57c04125477828ab635517d5112412aa,5.21,1,139
normal,0xc9264b58d691c246070cb78395407082790bb92a,0xda3449016a2d6d34f0541a5f2aa7a32a4ca567f9,3.271,1,86
begging,0x0e63567e00f536391bb4b8e8d1eac91e75960fa5,0x4ad14d7f144ccf5d2ad3d121f0976fbfe59e3cab,3.9008,1,80
scam,0x265d27bdc727eb6a4a1126f80310e8ad3558504c,0xc1710ae47a5a72e6ffcb2f268738741ed3bade1b,8.8712,1,96
normal,0xed5d41d643721d5316b54c3ae3426cd09bb99b71,0x5780b087232ce57fc32f584eef582d8de993abe3,10.5622,1,147
begging,0xa30fd45db4d1139365529ba54d98efc234eebd62,0xb465cf18d7adf446101fa6d518480ad7d9bcee96,6.3,1,71
scam,0x0d3054266c5402b25451a0e8a1eb0a5a5c02d7f3,0x871d6210ece96ebde86260f769cd41016f7a6396,4.3682,1,230
normal,0xd13f0e9ca31f81025d467a95167c1ed28c717f5d,0x44ea7348dfe76a39e86e0258394a50879cc11b11,10.2449,1,94
begging,0x9b8b8c5d87d21ba4db5b0750e40523518c52c194,0xc1482191014231c1fc993a96d6d1ee91769ff979,2.0501,1,94
normal,0x7f1691a14937bb78edd0ef979d555c5ac95163e3,0x37661d51f25fda86de08d01249d2d479ee38a096,33.2123,1,176
normal,0x763405ac9e376b7eed64a318a3d17b8dc323737a,0xfa469391009a40ade9a7f9e0a66b7e8081db8b9e,18.4829,1,137
begging,0x4433615b0986a7de1093a7f32d0898902bb87d5a,0x0de49481ca3abdd49ad6f0ce92529727e3a025f9,2.7087,1,122
scam,0x05ce784169eb4ddba26b061434fb274708a5de3a,0x6429f82416372da1dba9604ef5129bd95f48aabb,16.9423,1,161
normal,0x5b8a92f5b79cde8a5eff850ffbe8455531b734bc,0xe10b8e9c6a0f680bb705eb54ab5d5b17ff948c24,17.5224,1,140
normal,0xd2bde8c25e3a92956a5f385e2b20f1ca2ce897fb,0x9f17278ff2356c0dfc1cee2843ac8341cfb45cef,4.0585,1,114
begging,0x69de97cfaac7dabb07ce11449f43589a40530813,0x985f406bda10e3155d329183ef464cbc77795c9f,1.7831,1,86
normal,0xd48d26db890078148011b96386b18c381ff80ced,0x75e6295571612fa4f54b9724ea5763ced3d09e20,26.0343,1,138
normal,0x1b202554e1e095fc85d4b262f17bdf47f434a16a,0x8474f9aa1b8b193bc4f1caf68c7b14ff80865de2,10.3077,1,137
scam,0xccab08010ca7452031dca3995f59dcfa5a80446f,0x2e4c03eb5664a315e90dc7b91b03c3a2fbe6eca7,68.1038,1,203
normal,0xd6a1cc13978351e20b695171d28ab6af4392f9c1,0xfe660dce40ea785005fe1d43ab84b076e4bc3064,20.1496,1,110
begging,0xe3a6d1a308aaf67d1c60ef90e687b38f0d741bb7,0x2bf54c9b396c7cf2b1618b04c4787827d012d4ad,6.9747,1,128
normal,0xd204f4c02022a30dacc9ad07e732dd6e4d11c7dc,0xc052e3e1083569572ce4c8b973b80b232632aad0,3.3616,1,84
scam,0xcee7cfe0dc55c8bffcab336c81fb4f56ba06e3fb,0xd07a5f17405819bb8cac5b529ffa0d3429691507,23.1244,1,109
begging,0x36b907305c0933647d45d49eb00b165ecbce9b53,0x19b5638ed1b43fd2a5d1af5f9f0d4ed59399808d,4.5562,1,85
begging,0x1bfe9d428fb6295c02348e65c2e14099642b5fe3,0xbed0bd206057bb7fd1a6670b1ea38fdbb6737406,3.5142,1,76
scam,0x31cab03b6b0184f5251e883cfdb9fa0bb5258a31,0x71e1743bc863005dff22d9c30287df543b381df8,6.61,1,177
normal,0x4cf49d5d02b1b6fd43f93860332432d63552f4b3,0x56ede3bcbe59a07c8291aa6c41596de1077a1983,8.8529,1,173
normal,0xf4aa5f783e179e6b5e5baccacf6dac5a6b18713a,0xffc1d3e9116f8ec0d7d842e50b8dedacba0a4645,16.9476,1,143
normal,0xaf5d98b1189d5485a678b5c942b0a0dcd2094bb6,0xa68c78289486c7618dfe4834f81c0330eac2e3ab,4.4868,1,129
normal,0x3eaa443f120df3497a71d8c0979e4753035d2255,0xaa8958844ee71c1ab557194c51f3c654923a9c5b,11.5587,1,123
scam,0x4c6ac63cf7ff9cdaa6084d56cb0023bcec7df8fc,0x3f0fc3c8f335ee61860d1257f0e2289038f15f27,18.1713,1,171
normal,0xa15387bf4fc9f2a70033a5a650a902672ae06f74,0xc4cfb672c75e798c1d9b72e74fb49e62d9f89d24,11.5712,1,113
normal,0x43360f9843fc54fca5bb4616be3d0a258a4e9f64,0xb489a7f16d89f5caea2eb2280ea11fafb9badf11,17.1074,1,95
scam,0x71694a7080edfb7e7d7f6f72c1a03cc34704830a,0x2c0acd74a37f363f6deedf40df75e5d2151a2b65,11.8689,1,179
normal,0xb5d1f4cdecb8a16b113d517475d9ca2c8e2457b1,0x66b8316aec793a642cebab649d4b14da98751c54,1.6537,1,146
begging,0xd82d26a4fc953290b0140acbca740544dc3b58f4,0xbde32597f37b7e98ee8351f1c8a16ecb703397f7,3.0757,1,92
begging,0xe5febeff5224007838e912cd3d039f231195959e,0xcecf66574ebecd71c183f7a47dd834211dfbaf29,1.2445,0,76
begging,0xf88699cb366fba263525bbb93cb75dc40d4349f6,0xde45614e774deed46773b56d0ded4446ce2758bc,1.5602,1,104
normal,0xc16903bc7327c69e3ca037f72b8313b07ab2ae96,0x10b7d0f1b9a0021e381427146526fb078b3bc091,12.5097,1,118
scam,0x7b32a795a0daa64284c93f76f75e060bf89a0d98,0x8c819e075c050143ef696e65f6e9f320db798a4e,8.9493,1,167
normal,0x219b0b0f83f8b554ecaf4e719a27a6d2589490f4,0x161361c5844a6e0c10e982a58240686d6b220148,5.3967,1,95
normal,0xfb93d8ce1443cfd8aac69f30f6211f7a50d4be06,0xb9c39e4d12a35c5623a91786913be7321519b03c,18.3982,1,199
begging,0xce8ba0341ea5a2c4505bab2fd1aaaacc5c0779ab,0x5b9b82b0de3a01387a9eeb660725f3ec93f4b1b8,3.3683,1,107
begging,0x7cf763face58b29cf64a5939a8e94cd9cb1f21b4,0xdaabd6cd60057e2c21a83a7e0a30017c049579e3,3.2862,1,135
scam,0x9a619e9fe7f2ee015b581fe15d7276c6c109e54c,0x766e0e44d55cbe0f79e8d9c9cd6fdf0696296764,6.8748,1,63
begging,0x8ca6d52bd44b3841a88bb5247df3cbf150a60814,0xa8736c7fa92ba3eda1d64f3c442720dc0155beba,2.1724,1,140
begging,0x72779ee9c5e3a09e0b92d8250e555787fe1d6e8c,0x236ce71392c6f5a4ebae30b7126f37af520c537d,3.7046,1,141
normal,0x685a54cffdf47f5174dcfe276b95b1bdd20874bb,0x0ed12b8d98d844baf7269fc8d0e4dbbc4380251e,24.0001,1,121
normal,0x1ff01c5199a03b8c5f70f7e07db8b042ea07ba54,0xad9ddfbfc3b70d875d39b4249e7a1ef48118b887,5.7421,1,96
normal,0x672bd68d685df512071a77a500834a850903f75c,0x6eeb5b4a6e322d36aab4c810d8bd44cbb3627928,20.3556,1,96
scam,0x0a791f0a290175cc3bc2d289006b9dd761eddc95,0x40c6fd14b78f606bdbcbf2dcb59edfdea19042fe,27.7457,1,169
normal,0x0f52b77132c688299ea6a6fd60a505385d1e11db,0xfd6786d7b067c59317f69687478d9141eb784e38,7.0123,1,135
normal,0x629aa48a5f6c5b8d5c9aba0e0f72e2254129f251,0x5f51b7b83eb7a059643fa7955dc12020993ead99,16.7463,1,117
begging,0x4988eb6a1079df7ef0d960592694c51ef201b530,0x0b47f40bed7fd42d827337d8c9a2f8e9acb4a0e8,1.6708,1,89
normal,0x5dd7cb816317cb183875ec93b711e6bfb1fa840b,0xc445e0b859f301e19f5802c671f6149bb39743b0,6.6963,1,154
normal,0xa794ac1765ec279a9d22606e8f35b622573253dc,0xd3c282a41f9626e150fac50d8bcc9fec0ed65ae8,2.5054,1,126
begging,0x54de340c6e1a9c421bae2726e44d301d76463d25,0x272d5032fb1259b9f5da6474d215fb3a9e80488c,6.9355,1,117
